company,category,sub_category,question,answer,collected_at,source_url
BMW,FAQ,,어떤 로그인 정보를 사용하여 인터넷의 My BMW 포털에 로그인할 수 있습니까?,"고객님의 BMW ID의 로그인 정보(이메일 주소, 비밀번호)를 사용하여 인터넷의 My BMW 포털에 로그인할 수 있습니다. 해당 국가의 BMW 웹사이트에서 내비게이션 바의 프로필 아이콘을 클릭하고 고객님의 BMW ID의 로그인 데이터로 로그인하십시오. 새 BMW ID를 만들려면 로그인 페이지에서 ""지금 등록""을 선택...",2026-06-28,https://www.bmw.co.kr/kr/s/?language=ko
BMW,FAQ,,내 BMW iX(2025년 3월 이후)의 BMW 디지털 키의 Service Card를 어떻게 활성화합니까?,"귀하의 BMW iX(2025년 3월 이후)의 출고 범위에 포함되어 BMW 디지털 키에 추가로 서비스 카드 한 개를 받게 됩니다. 예를 들어 차량을 담당 BMW 서비스 센터, BMW 긴급출동 서비스 또는 발레파킹(Valet Parking Service)에 인계할 때 서비스 카드를 사용할 수 있습니다. BMW 디지털 키...",2026-06-28,https://www.bmw.co.kr/kr/s/?language=ko
BMW,FAQ,,My BMW 앱을 이용하여 내 BMW를 어떻게 냉/난방합니까?,"출고 국가, 모델 및 사양에 따라 My BMW 앱의 원격제어 서비스를 사용하여 즉시 또는 출발 시간에 맞춰 BMW를 환기하거나 BMW의 냉/난방을 설정할 수 있습니다. BMW의 냉/난방을 즉시 설정하려면 ""자동차"" 탭에서 팬 아이콘을 누른 다음 ""시작""을 누르십시오. 출발 시간에 맞춰 환기 또는 냉/난방을 시작하려면...",2026-06-28,https://www.bmw.co.kr/kr/s/?language=ko
BMW,FAQ,,My BMW 앱 또는 My BMW 포탈에 내 BMW의 서비스 이력이 표시됩니까?,아니오. BMW 차량의 서비스 이력은 BMW iDrive 운영 체제에서만 볼 수 있습니다. BMW 서비스 센터는 서비스 후 BMW 차량에 서비스 이력을 저장해야 한다는 점에 유의하십시오.,2026-06-28,https://www.bmw.co.kr/kr/s/?language=ko
BMW,FAQ,,BMW에서 기울기 경보와 실내 보호 장치를 끌 수 있습니까?,예 BMW의 기울기 경보 및 실내 보호 장치를 비활성화하려면 차량을 잠근 후 10초 이내에 차량 키의 잠금 버튼을 다시 누르십시오. 이때 룸미러의 표시등이 2초 동안 켜집니다.,2026-06-28,https://www.bmw.co.kr/kr/s/?language=ko
BMW,FAQ,,여러 사용자가 동일한 차량을 My BMW 앱 또는 My BMW 포털에 추가할 수 있습니까?,Operating System 7 이하를 탑재한 BMW 차량은 My BMW 앱 또는 My BMW 포털의 BMW ID에만 연결할 수 있습니다. Operating System 8(2022년 7월 이후 소프트웨어 버전)을 탑재한 BMW 자동차는 기본 사용자 및 최대 6명의 공동 사용자의 BMW ID에 연결할 수 있습니다....,2026-06-28,https://www.bmw.co.kr/kr/s/?language=ko
BMW,FAQ,,My BMW 앱을 통해 내 BMW의 리모트 컨트롤 파킹을 실행할 수 있는 기기는 무엇이며 국가는 어디입니까?,"고객님의 BMW와 스마트폰의 출고 국가, 모델, 사양에 따라 My BMW 앱을 통해 귀하의 BMW를 주차할 수 있습니다. 현재 이 기능은 제조업체 Apple, Google 및 삼성의 호환되는 기기에서 다음과 같은 국가에서 지원됩니다. 아제르바이잔, 호주, 바레인, 벨기에, 브라질, 불가리아, 칠레, 중국(Appl...",2026-06-28,https://www.bmw.co.kr/kr/s/?language=ko
BMW,FAQ,,BMW 차량 키를 분실한 경우 어떻게 새 차량 키를 받을 수 있습니까?,"BMW 차량 키를 분실한 경우 BMW 공식 서비스 센터에 새 키를 주문해야 합니다. 주문 시 신분증과 BMW 자동차 등록증을 준비하십시오. 새 차량 키를 직접 수령할 수 없는 경우 위임장(원본, 1개월 이내 작성)이 있어야 하며 이를 신분증 사본과 함께 제시해야 합니다.",2026-06-28,https://www.bmw.co.kr/kr/s/?language=ko
BMW,FAQ,,"내 BMW가 고장메시지 ""비상 호출 시스템의 고장""을 표시하면 어떻게 해야 합니까?","고객님의 BMW가 메시지 ""비상 호출 시스템의 고장""을 표시하면 15분 이상 고객님의 차량을 잠그십시오. 메시지가 계속 표시되면 BMW 서비스 센터에 신속히 문의하십시오.",2026-06-28,https://www.bmw.co.kr/kr/s/?language=ko
BMW,FAQ,,"'커넥티드 패키지 프로페셔널""에는 무엇이 포함되어 있습니까?","커넥티드 패키지 프로페셔널에는 다양한 디지털 서비스와 필요한 데이터량과 함께 다음과 같은 내비게이션, 인포테인먼트 또는 컴포트 영역의 BMW용 앱이 포함됩니다. 커넥티드 내비게이션(OTA/USB 맵 업데이트, 실시간 교통 정보 포함), 지도 업데이트, BMW 온라인 차량 앱, 온라인 음성 처리, 리모트 3D 뷰. 주...",2026-06-28,https://www.bmw.co.kr/kr/s/?language=ko
BMW,FAQ,,My BMW 앱에서 내 BMW의 사용자를 어떻게 관리합니까?,Operating System 8을 탑재한 BMW 자동차의 경우 1명의 주 사용자와 최대 6명의 다른 공동 사용자가 자신의 BMW ID로 로그인할 수 있습니다. My BMW 앱에 해당 자동차를 처음으로 추가한 BMW ID가 주 사용자입니다. 다른 모든 BMW ID는 자동차의 공동 사용자이며 권한이 제한됩니다. 주 사...,2026-06-28,https://www.bmw.co.kr/kr/s/?language=ko
BMW,FAQ,,내 BMW에 있는 어댑티브 LED 헤드라이트의 장점은 무엇입니까?,"특히 도시에서는 보행자나 자전거 이용자가 있는 도로 가장자리를 주시해야 합니다. 물론 BMW는 이를 감지합니다. 이에 알맞게 어댑티브 LED 헤드라이트(SA 552)는 자동으로 측면 영역을 보다 강력하게 비춥니다. 반면에 고속도로에서 시선은 주로 전방을 향합니다. 따라서 전조등은 조사거리를 자동으로 조정하고, 라이트...",2026-06-28,https://www.bmw.co.kr/kr/s/?language=ko
BMW,FAQ,,내 BMW에서 Apple CarPlay를 사용할 수 있습니까?,"귀하의 BMW에서 Apple CarPlay를 사용하기 위해서는 귀하의 BMW에 공장 출고 시 내비게이션 시스템(SA 6U2, 6U3)과 선택사양 ""스마트폰 통합""(SA 6CP)이 필요합니다. BMW ConnectedDrive Store 에서 귀하의 차량에 ""스마트폰 통합""을 추가 예약할 수 있는지 확인하십시오. ...",2026-06-28,https://www.bmw.co.kr/kr/s/?language=ko
